body_forms,body_html,body_noCharacters,body_noDistinctWords,body_noFunctionWords,body_noWords,body_richness,body_suspension,body_verifyYourAccount,script_javaScript,script_noOnClickEvents,script_nonModalJsLoads,script_popups,script_scripts,script_statusChange,send_diffSenderReplyTo,send_noCharacters,send_noWords,send_nonModalSenderDomain,subj_bank,subj_debit,subj_forward,subj_noCharacters,subj_noWords,subj_reply,subj_richness,subj_verify,url_atSymbol,url_ipAddress,url_linkText,url_maxNoPeriods,url_noDomains,url_noExtLinks,url_noImgLinks,url_noIntLinks,url_noIpAddresses,url_noLinks,url_noPorts,url_nonModalHereLinks,url_ports,label
False,False,166,25,1,25,0.15060240963855423,False,False,False,0,False,False,False,False,False,34,2,True,False,False,False,26,5,False,0.19230769230769232,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,False,2288,273,0,442,0.19318181818181818,False,False,False,0,False,False,False,False,False,28,2,True,False,False,False,78,17,True,0.21794871794871795,False,False,False,False,4,5,3,0,4,0,7,0,False,False,H
False,False,1274,176,1,276,0.21664050235478807,False,False,False,0,False,False,False,False,False,31,3,True,False,False,False,29,6,True,0.20689655172413793,False,False,False,False,1,1,0,0,3,0,3,0,False,False,H
False,False,102,7,1,7,0.06862745098039216,False,False,False,0,False,False,False,False,False,26,2,True,False,False,False,62,9,False,0.14516129032258066,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,True,984,111,0,175,0.17784552845528456,False,False,False,0,False,False,False,False,True,42,3,True,False,False,False,39,8,True,0.20512820512820512,False,False,False,False,2,3,2,0,3,0,5,0,False,False,H
False,False,1501,160,1,229,0.1525649566955363,False,False,False,0,False,False,False,False,True,33,3,True,False,False,False,46,7,False,0.15217391304347827,False,False,False,False,8,6,4,0,0,0,4,0,False,False,H
False,False,493,73,3,84,0.17038539553752535,False,False,False,0,False,False,False,False,False,25,2,True,False,False,False,27,4,False,0.14814814814814814,False,False,False,False,3,3,1,0,0,0,1,0,False,False,H
False,True,2961,355,3,614,0.20736237757514353,False,False,False,0,False,False,False,False,False,31,3,True,False,False,False,17,3,False,0.17647058823529413,False,False,False,False,2,3,2,0,3,0,5,0,False,False,H
False,True,662,72,0,87,0.13141993957703926,False,False,False,0,False,False,False,False,True,30,3,True,False,False,False,19,4,False,0.21052631578947367,False,False,False,False,2,3,1,0,3,0,4,0,False,False,H
False,False,1330,155,1,294,0.22105263157894736,False,False,False,0,False,False,False,False,True,29,3,True,False,False,False,37,8,True,0.21621621621621623,False,False,False,False,2,3,2,0,4,0,6,0,False,False,H
False,False,1027,87,1,105,0.10223953261927946,False,False,False,0,False,False,False,False,False,43,3,True,False,False,False,49,4,False,0.08163265306122448,False,False,False,False,2,4,2,0,3,0,5,0,False,False,H
False,True,904,127,1,171,0.18915929203539822,False,False,False,0,False,False,False,False,True,29,3,True,False,False,False,27,4,True,0.14814814814814814,False,False,False,False,2,3,1,0,4,0,5,0,False,False,H
False,False,1438,188,0,276,0.19193324061196107,False,False,False,0,False,False,False,False,False,48,4,True,False,False,False,22,4,True,0.18181818181818182,False,False,False,False,2,3,1,0,4,0,5,0,False,False,H
False,False,237,36,1,38,0.16033755274261605,False,False,False,0,False,False,False,False,False,30,2,True,False,False,False,16,4,False,0.25,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,False,774,117,0,177,0.22868217054263565,False,False,False,0,False,False,False,False,False,28,3,True,False,False,False,17,5,True,0.29411764705882354,False,False,False,False,1,3,1,0,3,0,4,0,False,False,H
False,False,675,59,0,69,0.10222222222222223,False,False,False,0,False,False,False,False,False,33,1,True,False,False,False,78,10,False,0.1282051282051282,False,False,False,False,3,5,3,0,3,0,6,0,False,False,H
False,False,9059,936,2,1912,0.2110608234904515,False,False,False,0,False,False,False,False,False,30,3,True,False,False,False,82,13,True,0.15853658536585366,False,False,False,False,1,2,0,0,3,0,3,0,False,False,H
False,False,419,52,0,60,0.1431980906921241,False,False,False,0,False,False,False,False,False,32,2,True,False,False,False,26,6,False,0.23076923076923078,False,False,False,False,3,6,4,0,0,0,4,0,False,False,H
False,False,299,41,0,44,0.14715719063545152,False,False,False,0,False,False,False,False,False,32,2,True,True,False,False,33,7,False,0.21212121212121213,False,False,False,False,2,5,3,0,0,0,3,0,False,False,H
False,True,670,102,0,120,0.1791044776119403,False,False,False,0,False,False,False,False,True,28,3,True,False,False,False,14,3,True,0.21428571428571427,False,False,False,False,2,3,1,0,3,0,4,0,False,False,H
False,False,229,31,1,31,0.13537117903930132,False,False,False,0,False,False,False,False,False,30,2,True,False,False,False,24,5,False,0.20833333333333334,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,False,1670,190,0,354,0.2119760479041916,False,False,False,0,False,False,False,False,True,35,3,True,False,False,False,18,3,True,0.16666666666666666,False,False,False,False,2,3,2,0,3,0,5,0,False,False,H
False,False,2671,216,1,360,0.1347809809060277,False,False,False,0,False,False,False,False,False,14,1,True,False,False,False,29,5,False,0.1724137931034483,False,False,False,False,4,5,11,0,0,0,11,0,False,False,H
False,True,822,115,0,162,0.19708029197080293,False,False,False,0,False,False,False,False,True,35,3,True,False,False,False,35,8,True,0.22857142857142856,False,False,False,False,2,3,2,0,3,0,5,0,False,False,H
False,False,1010,134,0,166,0.16435643564356436,False,False,False,0,False,False,False,False,False,31,2,True,False,False,False,17,3,False,0.17647058823529413,False,False,False,False,3,6,5,0,0,0,5,0,False,False,H
False,False,584,71,0,86,0.14726027397260275,False,False,False,0,False,False,False,False,False,31,3,True,False,False,False,20,3,False,0.15,False,False,False,False,2,4,2,0,3,0,5,0,False,False,H
False,True,1130,160,1,219,0.19380530973451326,False,False,False,0,False,False,False,False,False,37,3,False,False,False,False,14,4,True,0.2857142857142857,False,False,False,False,2,2,2,0,6,0,8,0,False,False,H
False,False,1112,133,0,175,0.15737410071942445,False,False,False,0,False,False,False,False,False,29,3,True,False,False,False,23,4,True,0.17391304347826086,False,False,False,False,3,6,4,0,4,0,8,0,False,False,H
False,True,1391,185,0,266,0.19122933141624732,False,False,False,0,False,False,False,False,False,37,3,False,False,False,False,14,4,True,0.2857142857142857,False,False,False,False,2,2,2,0,6,0,8,0,False,False,H
False,True,2741,363,1,571,0.2083181320685881,False,False,False,0,False,False,False,False,False,36,4,True,False,False,False,19,5,True,0.2631578947368421,False,False,False,False,2,2,1,0,5,0,6,0,False,False,H
False,False,833,144,0,203,0.24369747899159663,False,False,False,0,False,False,False,False,False,34,4,True,False,False,False,44,9,True,0.20454545454545456,False,False,False,False,2,2,1,0,3,0,4,0,False,False,H
False,True,1900,174,1,308,0.16210526315789472,False,False,False,0,False,False,False,False,False,34,4,True,False,False,False,50,9,True,0.18,False,False,False,False,5,8,9,0,3,0,12,0,False,False,H
False,False,94,5,1,5,0.05319148936170213,False,False,False,0,False,False,False,False,False,26,2,True,False,False,False,51,11,False,0.21568627450980393,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,False,222,22,0,22,0.0990990990990991,False,False,False,0,False,False,False,False,False,39,5,True,False,False,False,23,6,False,0.2608695652173913,False,False,False,False,3,4,3,0,3,0,6,0,False,False,H
False,False,1330,155,1,294,0.22105263157894736,False,False,False,0,False,False,False,False,True,29,3,True,False,False,False,37,8,True,0.21621621621621623,False,False,False,False,2,3,2,0,4,0,6,0,False,False,H
False,True,1204,169,0,229,0.19019933554817275,False,False,False,0,False,False,False,False,True,35,3,True,False,False,False,28,4,True,0.14285714285714285,False,False,False,False,2,3,3,0,3,0,6,0,False,False,H
False,False,17504,1250,17,2897,0.16550502742230347,False,False,False,0,False,False,False,False,False,33,3,True,False,False,False,35,4,True,0.11428571428571428,False,False,False,False,1,2,0,0,3,0,3,0,False,False,H
False,False,1121,143,0,205,0.18287243532560213,False,False,False,0,False,False,False,False,False,36,3,True,False,False,False,36,7,True,0.19444444444444445,False,False,False,False,2,3,1,0,3,0,4,0,False,False,H
False,False,95,7,1,7,0.07368421052631578,False,False,False,0,False,False,False,False,False,26,2,True,False,False,False,37,7,False,0.1891891891891892,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,True,1189,171,1,252,0.21194280908326324,False,False,False,0,False,False,False,False,True,34,3,True,False,False,False,27,4,True,0.14814814814814814,False,False,False,False,2,3,1,0,3,0,4,0,False,False,H
False,False,844,110,1,167,0.19786729857819904,False,False,False,0,False,False,False,False,False,36,3,True,False,False,False,32,7,True,0.21875,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,True,1182,130,0,170,0.14382402707275804,False,False,False,0,False,False,False,False,False,31,3,True,False,False,False,45,9,True,0.2,False,False,False,False,3,3,1,0,3,0,4,0,False,False,H
False,False,907,141,0,191,0.2105843439911797,False,False,False,0,False,False,False,False,False,40,4,True,False,False,False,16,2,True,0.125,False,False,False,False,1,1,0,0,3,0,3,0,False,False,H
False,True,1754,228,4,374,0.21322690992018245,False,False,False,0,False,False,False,False,True,28,3,True,False,False,False,51,10,True,0.19607843137254902,False,False,False,False,2,3,1,0,3,0,4,0,False,False,H
False,False,3976,409,5,713,0.17932595573440643,False,False,False,0,False,False,False,False,False,34,4,True,False,False,False,38,7,False,0.18421052631578946,False,False,False,False,2,2,1,0,3,0,4,0,False,False,H
False,False,153,20,1,21,0.13725490196078433,False,False,False,0,False,False,False,False,False,30,2,True,False,False,False,4,1,False,0.25,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,False,1882,172,6,268,0.14240170031880978,False,False,False,0,False,False,False,False,False,14,1,True,False,False,False,29,5,False,0.1724137931034483,False,False,False,False,3,4,7,0,0,0,7,0,False,False,H
False,False,469,75,0,104,0.22174840085287847,False,False,False,0,False,False,False,False,False,30,3,False,False,False,False,25,3,False,0.12,False,False,False,False,0,2,0,0,0,0,0,0,False,False,H
False,False,716,108,0,158,0.2206703910614525,False,False,False,0,False,False,False,False,False,34,3,False,False,False,False,62,15,True,0.24193548387096775,False,False,False,False,0,2,0,0,0,0,0,0,False,False,H
False,False,135,15,1,16,0.11851851851851852,False,False,False,0,False,False,False,False,False,30,2,True,False,False,False,32,7,False,0.21875,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,False,800,124,0,187,0.23375,False,False,False,0,False,False,False,False,False,28,2,True,False,False,False,21,3,True,0.14285714285714285,False,False,False,False,1,2,0,0,3,0,3,0,False,False,H
False,False,220,33,1,33,0.15,False,False,False,0,False,False,False,False,False,30,2,True,False,False,False,26,5,False,0.19230769230769232,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,True,1734,219,0,368,0.2122260668973472,False,False,False,0,False,False,False,False,False,16,1,True,False,False,False,42,8,True,0.19047619047619047,False,False,False,False,2,3,1,0,3,0,4,0,False,False,H
False,False,1302,160,0,215,0.1651305683563748,False,False,False,0,False,False,False,False,False,29,2,True,False,False,False,33,6,False,0.18181818181818182,False,False,False,False,4,4,2,0,0,0,2,0,False,False,H
False,False,147,20,1,20,0.1360544217687075,False,False,False,0,False,False,False,False,False,34,2,True,False,False,False,37,8,False,0.21621621621621623,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,False,2295,157,0,246,0.10718954248366012,False,False,False,0,False,False,False,False,True,35,3,True,False,False,False,39,5,False,0.1282051282051282,False,False,False,False,2,2,0,0,4,0,4,0,False,False,H
False,True,1137,150,0,212,0.1864555848724714,False,False,False,0,False,False,False,False,True,31,3,True,False,False,False,18,6,True,0.3333333333333333,False,False,False,False,2,3,1,0,3,0,4,0,False,False,H
False,False,97,5,1,5,0.05154639175257732,False,False,False,0,False,False,False,False,False,26,2,True,False,False,False,72,13,False,0.18055555555555555,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,False,316,58,0,73,0.2310126582278481,False,False,False,0,False,False,False,False,False,32,3,True,False,False,False,26,4,False,0.15384615384615385,False,False,False,False,1,2,0,0,3,0,3,0,False,False,H
False,False,907,105,0,131,0.1444321940463065,False,False,False,0,False,False,False,False,False,42,3,True,False,False,False,56,14,True,0.25,False,False,False,False,3,4,2,0,3,0,5,0,False,False,H
False,False,413,71,0,76,0.18401937046004843,False,False,False,0,False,False,False,False,False,23,2,True,False,False,False,25,5,True,0.2,False,False,False,False,1,2,0,0,3,0,3,0,False,False,H
False,True,602,79,0,101,0.16777408637873753,False,False,False,0,False,False,False,False,True,35,3,True,False,False,False,15,5,True,0.3333333333333333,False,False,False,False,2,3,2,0,3,0,5,0,False,False,H
False,False,1374,198,0,282,0.2052401746724891,False,False,False,0,False,False,False,False,False,28,3,True,False,False,False,42,8,True,0.19047619047619047,False,False,False,False,3,3,1,0,3,0,4,0,False,False,H
False,False,1186,175,0,258,0.2175379426644182,False,False,False,0,False,False,False,False,False,23,3,True,False,False,False,47,8,True,0.1702127659574468,False,False,False,False,1,2,0,0,3,0,3,0,False,False,H
False,False,945,147,0,191,0.2021164021164021,False,False,False,0,False,False,False,False,False,30,3,True,False,False,False,44,10,True,0.22727272727272727,False,False,False,False,1,2,0,0,3,0,3,0,False,False,H
False,False,221,14,0,14,0.06334841628959276,False,False,False,0,False,False,False,False,True,33,3,True,False,False,False,20,6,False,0.3,False,False,False,False,4,3,2,0,4,0,6,0,False,False,H
False,True,380,58,0,83,0.21842105263157896,False,False,False,0,False,False,False,False,False,31,3,True,False,False,False,23,4,True,0.17391304347826086,False,False,False,False,1,1,0,0,3,0,3,0,False,False,H
False,False,195,20,0,20,0.10256410256410256,False,False,False,0,False,False,False,False,False,31,2,True,False,False,False,43,9,False,0.20930232558139536,False,False,False,False,2,4,2,0,0,0,2,0,False,False,H
False,True,954,138,0,183,0.1918238993710692,False,False,False,0,False,False,False,False,False,36,4,True,False,False,False,12,2,True,0.16666666666666666,False,False,False,False,2,2,1,0,5,0,6,0,False,False,H
False,False,263,38,0,44,0.16730038022813687,False,False,False,0,False,False,False,False,False,29,2,True,False,False,False,20,4,False,0.2,False,False,False,False,3,3,1,0,0,0,1,0,False,False,H
False,False,221,41,0,48,0.2171945701357466,False,False,False,0,False,False,False,False,False,38,4,True,False,False,False,41,9,True,0.21951219512195122,False,False,False,False,1,2,0,0,3,0,3,0,False,False,H
False,False,1796,194,8,300,0.16703786191536749,False,False,False,0,False,False,False,False,False,32,3,True,False,False,False,41,7,False,0.17073170731707318,False,False,False,False,3,5,3,0,3,0,6,0,False,False,H
False,True,11749,1088,8,2213,0.18835645586858457,False,False,False,0,False,False,False,False,False,34,4,True,False,False,False,54,12,False,0.2222222222222222,False,False,False,False,3,5,3,0,3,0,6,0,False,False,H
False,False,511,60,1,76,0.1487279843444227,False,False,False,0,False,False,False,False,False,14,1,True,False,False,False,31,5,False,0.16129032258064516,False,False,False,False,3,3,2,0,0,0,2,0,False,False,H
False,False,447,77,0,93,0.2080536912751678,False,False,False,0,False,False,False,False,False,27,3,True,False,False,False,39,8,True,0.20512820512820512,False,False,False,False,4,3,1,0,3,0,4,0,False,False,H
False,False,1930,214,0,294,0.15233160621761657,False,False,False,0,False,False,False,False,False,42,4,True,False,False,False,27,6,True,0.2222222222222222,False,False,False,False,3,5,5,0,3,0,8,0,False,False,H
False,False,186,20,0,20,0.10752688172043011,False,False,False,0,False,False,False,False,False,31,2,True,False,False,False,36,9,False,0.25,False,False,False,False,3,4,2,0,0,0,2,0,False,False,H
False,False,137,14,1,15,0.10948905109489052,False,False,False,0,False,False,False,False,False,30,2,True,False,False,False,25,7,False,0.28,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,False,669,105,0,135,0.20179372197309417,False,False,False,0,False,False,False,False,False,31,3,True,False,False,False,19,3,False,0.15789473684210525,False,False,False,False,1,2,1,0,3,0,4,0,False,False,H
False,False,825,69,0,85,0.10303030303030303,False,False,False,0,False,False,False,False,False,33,1,True,False,False,False,61,12,False,0.19672131147540983,False,False,False,False,3,5,3,0,3,0,6,0,False,False,H
False,False,1086,166,0,240,0.22099447513812154,False,False,False,0,False,False,False,False,False,28,3,True,False,False,False,29,6,True,0.20689655172413793,False,False,False,False,1,2,0,0,3,0,3,0,False,False,H
False,False,349,36,0,46,0.1318051575931232,False,False,False,0,False,False,False,False,False,34,2,True,False,False,False,7,1,False,0.14285714285714285,False,False,False,False,3,4,2,0,0,0,2,0,False,False,H
False,False,419,46,0,49,0.11694510739856802,False,False,False,0,False,False,False,False,False,32,2,True,False,False,False,31,6,False,0.1935483870967742,False,False,False,False,3,6,4,0,0,0,4,0,False,False,H
False,False,154,20,1,20,0.12987012987012986,False,False,False,0,False,False,False,False,False,30,2,True,False,False,False,15,4,False,0.26666666666666666,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,True,335,44,0,48,0.14328358208955225,False,False,False,0,False,False,False,False,True,31,3,True,False,False,False,41,5,False,0.12195121951219512,False,False,False,False,2,3,1,0,3,0,4,0,False,False,H
False,False,280,39,0,55,0.19642857142857142,False,False,False,0,False,False,False,False,False,28,3,True,False,False,False,17,5,True,0.29411764705882354,False,False,False,False,1,3,1,0,3,0,4,0,False,False,H
False,False,2222,270,0,461,0.20747074707470747,False,False,False,0,False,False,False,False,False,37,2,True,False,False,False,14,5,False,0.35714285714285715,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,False,1985,258,0,398,0.2005037783375315,False,False,False,0,False,False,False,False,False,23,3,True,False,False,False,9,1,False,0.1111111111111111,False,False,False,False,1,2,0,0,3,0,3,0,False,False,H
False,False,618,81,2,103,0.16666666666666666,False,False,False,0,False,False,False,False,False,34,2,True,False,False,False,12,2,False,0.16666666666666666,False,False,False,False,4,4,2,0,0,0,2,0,False,False,H
False,False,668,72,1,89,0.13323353293413173,False,False,False,0,False,False,False,False,True,27,3,True,False,False,False,30,6,False,0.2,False,False,False,False,4,5,3,0,0,0,3,0,False,False,H
False,False,1263,167,1,233,0.18448139350752177,False,False,False,0,False,False,False,False,True,41,3,True,False,False,False,35,5,False,0.14285714285714285,False,False,False,False,3,4,2,0,0,0,2,0,False,False,H
False,False,856,113,0,140,0.16355140186915887,False,False,False,0,False,False,False,False,False,23,1,True,False,False,False,33,5,True,0.15151515151515152,False,False,False,False,3,5,3,0,4,0,7,0,False,False,H
False,False,1059,132,0,179,0.16902738432483475,False,False,False,0,False,False,False,False,False,36,3,True,False,False,False,42,8,False,0.19047619047619047,False,False,False,False,3,4,2,0,4,0,6,0,False,False,H
False,False,1111,172,1,257,0.23132313231323132,False,False,False,0,False,False,False,False,False,32,3,True,False,False,False,13,4,True,0.3076923076923077,False,False,False,False,1,2,0,0,3,0,3,0,False,False,H
False,True,247,46,0,52,0.21052631578947367,False,False,False,0,False,False,False,False,False,31,4,False,False,False,False,20,3,False,0.15,False,False,False,False,0,2,0,0,0,0,0,0,False,False,H
False,False,522,57,2,65,0.12452107279693486,False,False,False,0,False,False,False,False,False,29,3,True,False,False,False,52,8,True,0.15384615384615385,False,False,False,False,3,4,2,0,3,0,5,0,False,False,H
False,False,908,135,0,164,0.18061674008810572,False,False,False,0,False,False,False,False,False,33,4,True,False,False,False,33,5,True,0.15151515151515152,False,False,False,False,3,3,1,0,6,0,7,0,False,False,H
False,False,150,23,1,23,0.15333333333333332,False,False,False,0,False,False,False,False,False,34,2,True,False,False,False,32,5,False,0.15625,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,True,1355,170,0,253,0.18671586715867158,False,False,False,0,False,False,False,False,True,31,3,True,False,False,False,28,6,True,0.21428571428571427,False,False,False,False,3,4,2,0,3,0,5,0,False,False,H
False,False,214,29,0,29,0.13551401869158877,False,False,False,0,False,False,False,False,False,29,2,True,False,False,False,41,7,False,0.17073170731707318,False,False,False,False,3,3,1,0,0,0,1,0,False,False,H
False,False,633,95,1,103,0.1627172195892575,False,False,False,0,False,False,False,False,False,33,3,True,False,False,False,36,7,True,0.19444444444444445,False,False,False,False,2,3,1,0,3,0,4,0,False,False,H
False,True,2150,298,0,473,0.22,False,False,False,0,False,False,False,False,False,30,3,False,False,False,False,21,2,False,0.09523809523809523,False,False,False,False,1,2,1,0,0,0,1,0,False,False,H
False,False,148,5,0,6,0.04054054054054054,False,False,False,0,False,False,False,False,False,25,2,True,False,False,False,42,10,False,0.23809523809523808,False,False,False,False,3,3,2,0,0,0,2,0,False,False,H
False,True,969,136,0,186,0.19195046439628483,False,False,False,0,False,False,False,False,False,28,3,True,False,False,False,35,5,True,0.14285714285714285,False,False,False,False,2,3,1,0,3,0,4,0,False,False,H
False,False,319,50,1,51,0.15987460815047022,False,False,False,0,False,False,False,False,False,56,3,True,False,False,False,24,5,False,0.20833333333333334,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,False,148,17,0,17,0.11486486486486487,False,False,False,0,False,False,False,False,False,29,3,True,False,False,False,40,7,False,0.175,False,False,False,False,3,3,1,0,3,0,4,0,False,False,H
False,False,504,90,0,102,0.20238095238095238,False,False,False,0,False,False,False,False,False,30,4,True,False,False,False,27,5,True,0.18518518518518517,False,False,False,False,2,3,1,0,3,0,4,0,False,False,H
False,False,229,29,1,32,0.13973799126637554,False,False,False,0,False,False,False,False,False,31,2,True,False,False,False,26,4,False,0.15384615384615385,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,False,998,118,1,165,0.1653306613226453,False,False,False,0,False,False,False,False,True,39,4,True,False,False,False,44,8,True,0.18181818181818182,False,False,False,False,3,5,5,0,0,0,5,0,False,False,H
False,True,2368,302,0,467,0.19721283783783783,False,False,False,0,False,False,False,False,False,34,4,True,False,False,False,21,4,False,0.19047619047619047,False,False,False,False,2,4,2,0,3,0,5,0,False,False,H
False,False,758,87,1,104,0.13720316622691292,False,False,False,0,False,False,False,False,False,44,3,True,False,False,False,32,5,False,0.15625,False,False,False,False,3,4,2,0,3,0,5,0,False,False,H
False,False,676,52,1,52,0.07692307692307693,False,False,False,0,False,False,False,False,False,31,2,True,False,False,False,11,3,False,0.2727272727272727,False,False,False,False,3,3,7,0,0,0,7,0,False,False,H
False,False,5628,479,30,878,0.15600568585643212,False,False,False,0,False,False,False,False,False,40,4,True,False,False,False,14,3,True,0.21428571428571427,False,False,False,False,3,3,3,0,3,0,6,0,False,False,H
False,False,148,17,1,17,0.11486486486486487,False,False,False,0,False,False,False,False,False,30,2,True,False,False,False,21,6,False,0.2857142857142857,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,True,339,59,0,69,0.20353982300884957,False,False,False,0,False,False,False,False,False,32,3,True,False,False,False,35,5,True,0.14285714285714285,False,False,False,False,1,2,0,0,3,0,3,0,False,False,H
False,False,596,94,1,118,0.19798657718120805,False,False,False,0,False,False,False,False,False,22,2,True,False,False,False,24,6,False,0.25,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,False,140,7,1,7,0.05,False,False,False,0,False,False,False,False,False,26,2,True,False,False,False,32,6,False,0.1875,False,False,False,False,3,3,2,0,0,0,2,0,False,False,H
False,False,2144,241,1,402,0.1875,False,False,False,0,False,False,False,False,True,27,3,True,False,False,False,18,3,False,0.16666666666666666,False,False,False,False,3,5,3,0,0,0,3,0,False,False,H
False,False,13114,976,11,2404,0.18331554064358702,False,False,False,0,False,False,False,False,False,40,4,True,False,False,False,22,3,True,0.13636363636363635,False,False,False,False,3,2,1,0,3,0,4,0,False,False,H
False,False,246,32,0,32,0.13008130081300814,False,False,False,0,False,False,False,False,False,31,2,True,False,False,False,61,14,False,0.22950819672131148,False,False,False,False,2,4,2,0,0,0,2,0,False,False,H
False,False,481,61,0,68,0.14137214137214138,False,False,False,0,False,False,False,False,False,34,2,True,False,False,False,15,5,False,0.3333333333333333,False,False,False,False,3,4,2,0,0,0,2,0,False,False,H
False,False,985,98,0,135,0.13705583756345177,False,False,False,0,False,False,False,False,False,34,2,True,False,False,False,18,4,False,0.2222222222222222,False,False,False,False,2,4,8,0,0,0,8,0,False,False,H
False,True,348,47,0,52,0.14942528735632185,False,False,False,0,False,False,False,False,True,5,1,True,False,False,False,16,3,False,0.1875,False,False,False,False,2,3,1,0,3,0,4,0,False,False,H
False,True,880,136,0,188,0.21363636363636362,False,False,False,0,False,False,False,False,False,37,3,True,False,False,False,24,6,True,0.25,False,False,False,False,1,1,0,0,3,0,3,0,False,False,H
False,False,791,121,0,157,0.19848293299620734,False,False,False,0,False,False,False,False,False,34,4,True,False,False,False,13,3,True,0.23076923076923078,False,False,False,False,2,2,1,0,3,0,4,0,False,False,H
False,False,1116,115,1,158,0.14157706093189965,False,False,False,0,False,False,False,False,False,14,1,True,False,False,False,29,5,False,0.1724137931034483,False,False,False,False,3,4,4,0,0,0,4,0,False,False,H
False,True,5302,479,1,768,0.14485099962278386,False,False,False,0,False,False,False,False,False,30,3,True,False,False,False,25,3,False,0.12,False,False,False,False,2,4,4,0,0,0,4,0,False,False,H
False,False,174,35,0,38,0.21839080459770116,False,False,False,0,False,False,False,False,False,16,1,True,False,False,False,34,7,True,0.20588235294117646,False,False,False,False,1,2,0,0,3,0,3,0,False,False,H
False,False,429,73,0,95,0.22144522144522144,False,False,False,0,False,False,False,False,False,34,4,True,False,False,False,19,5,True,0.2631578947368421,False,False,False,False,2,2,1,0,3,0,4,0,False,False,H
False,False,453,78,0,90,0.1986754966887417,False,False,False,0,False,False,False,False,False,27,3,True,False,False,False,29,6,True,0.20689655172413793,False,False,False,False,2,3,1,0,3,0,4,0,False,False,H
False,True,709,91,0,120,0.1692524682651622,False,False,False,0,False,False,False,False,False,36,3,True,False,False,False,43,9,True,0.20930232558139536,False,False,False,False,3,3,1,0,3,0,4,0,False,False,H
False,False,1638,210,3,349,0.21306471306471306,False,False,False,0,False,False,False,False,False,34,3,True,False,False,False,50,11,True,0.22,False,False,False,False,1,2,0,0,3,0,3,0,False,False,H
False,False,616,62,0,73,0.1185064935064935,False,False,False,0,False,False,False,False,False,33,1,True,False,False,False,39,7,False,0.1794871794871795,False,False,False,False,3,5,3,0,3,0,6,0,False,False,H
False,False,153,19,1,20,0.13071895424836602,False,False,False,0,False,False,False,False,False,30,2,True,False,False,False,28,6,False,0.21428571428571427,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,False,145,7,1,7,0.04827586206896552,False,False,False,0,False,False,False,False,False,26,2,True,False,False,False,70,14,False,0.2,False,False,False,False,3,3,2,0,0,0,2,0,False,False,H
False,False,196,29,1,33,0.1683673469387755,False,False,False,0,False,False,False,False,False,30,2,True,False,False,False,24,6,False,0.25,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,False,177,24,1,24,0.13559322033898305,False,False,False,0,False,False,False,False,False,34,2,True,False,False,False,40,6,False,0.15,False,False,False,False,2,3,1,0,0,0,1,0,False,False,H
False,False,152,7,1,7,0.046052631578947366,False,False,False,0,False,False,False,False,False,26,2,True,False,False,False,78,19,False,0.24358974358974358,False,False,False,False,3,3,2,0,0,0,2,0,False,False,H
False,True,372,44,0,71,0.19086021505376344,False,False,False,0,False,False,False,False,False,33,3,False,False,False,False,20,4,False,0.2,False,False,False,False,0,2,0,0,0,0,0,0,False,False,H
False,True,902,113,0,160,0.17738359201773837,False,False,False,0,False,False,False,False,False,36,4,True,False,False,False,23,4,True,0.17391304347826086,False,False,False,False,2,3,2,0,5,0,7,0,False,False,H
False,True,711,105,0,128,0.180028129395218,False,False,False,0,False,False,False,False,True,35,3,True,False,False,False,33,10,True,0.30303030303030304,False,False,False,False,2,3,2,0,3,0,5,0,False,False,H
False,True,2285,279,1,461,0.20175054704595186,False,False,False,0,False,False,False,False,False,37,3,False,False,False,False,21,4,True,0.19047619047619047,False,False,False,False,2,2,2,0,6,0,8,0,False,False,H
False,False,935,78,0,86,0.09197860962566845,False,False,False,0,False,False,False,False,False,28,2,True,False,False,False,39,3,False,0.07692307692307693,False,False,False,False,4,4,5,0,0,0,5,0,False,False,H
